"","cow","cow_numerical","country","year","f41b","f41c","f41d","f41e","c14","a4aCIT","a4xCIT","a4aTCN","a4xTCN","f5a","f5b","b12_perm_1","b12_perm_1_name","b12_perm_2","b12_perm_2_name","b12_temp_1","b12_temp_1_name","b12_temp_2","b12_temp_2_name","b12_temp_3","b12_temp_3_name","b12_temp_4","b12_temp_4_name","b12_temp_5","b12_temp_5_name","b12_temp_6","b12_temp_6_name","b12_EUblue","b12_EUblue_name","f61b","f61c","f62b","f62c","a4a","a4x","b12mean","access","conseq","prevmeas","migsp_index"
"1334","THI",800,"Thailand",1987,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1335","THI",800,"Thailand",1988,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1336","THI",800,"Thailand",1989,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1337","THI",800,"Thailand",1990,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1338","THI",800,"Thailand",1991,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1339","THI",800,"Thailand",1992,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1340","THI",800,"Thailand",1993,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1341","THI",800,"Thailand",1994,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1342","THI",800,"Thailand",1995,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1343","THI",800,"Thailand",1996,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1344","THI",800,"Thailand",1997,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1345","THI",800,"Thailand",1998,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1346","THI",800,"Thailand",1999,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1347","THI",800,"Thailand",2000,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1348","THI",800,"Thailand",2001,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1349","THI",800,"Thailand",2002,".b",".b","0","0","0",".5",".d",".5",".d",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".i",".5","0",".5",".5",".25"
"1350","THI",800,"Thailand",2003,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b",".5",".5",".5","0",".5",".5",".3125"
"1351","THI",800,"Thailand",2004,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1352","THI",800,"Thailand",2005,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1353","THI",800,"Thailand",2006,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1354","THI",800,"Thailand",2007,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1355","THI",800,"Thailand",2008,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1356","THI",800,"Thailand",2009,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1357","THI",800,"Thailand",2010,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1358","THI",800,"Thailand",2011,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1359","THI",800,"Thailand",2012,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1360","THI",800,"Thailand",2013,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1361","THI",800,"Thailand",2014,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1362","THI",800,"Thailand",2015,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1363","THI",800,"Thailand",2016,".b",".b","0","0","0",".5",".5",".5",".5",".b",".b",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2857143",".5",".5",".375"
"1364","THI",800,"Thailand",2017,"0","0","0","0","0",".5",".5",".5",".5","0","0",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","0","1","0",".5",".5",".5",".2222222",".25",".5",".28125"
"1365","THI",800,"Thailand",2018,"0","0","0","0","0",".5",".5",".5",".5","0","0",".5","Thai Permanent Resident","1","Lifetime Migrants","0","Temporary Migrant ",".m","",".m","",".m","",".m","",".m","",".m","","1","1","1","1",".5",".5",".5",".4444444",".25",".5",".40625"
"1366","UKG",200,"United Kingdom",1980,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1367","UKG",200,"United Kingdom",1981,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1368","UKG",200,"United Kingdom",1982,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1369","UKG",200,"United Kingdom",1983,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1370","UKG",200,"United Kingdom",1984,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1371","UKG",200,"United Kingdom",1985,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1372","UKG",200,"United Kingdom",1986,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1373","UKG",200,"United Kingdom",1987,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1374","UKG",200,"United Kingdom",1988,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1375","UKG",200,"United Kingdom",1989,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1376","UKG",200,"United Kingdom",1990,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1377","UKG",200,"United Kingdom",1991,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1378","UKG",200,"United Kingdom",1992,"1","0","1","1","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".8571429",".5",".7166667",".725"
"1379","UKG",200,"United Kingdom",1993,"1","0","1",".5","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".75",".7857143",".5",".7166667",".6892857"
"1380","UKG",200,"United Kingdom",1994,"1","0","1",".5","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1",".d",".d",".5",".7",".6666667",".7857143",".5",".6888889",".6833333"
"1381","UKG",200,"United Kingdom",1995,"1","0","1",".5","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".d",".5",".7",".6666667",".8125",".5",".6888889",".7044445"
"1382","UKG",200,"United Kingdom",1996,"1","0","1",".5","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".d",".5",".7",".6666667",".8125",".5",".6888889",".7044445"
"1383","UKG",200,"United Kingdom",1997,"1","0","1",".5","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".d",".5",".7",".6666667",".8125",".5",".6888889",".7044445"
"1384","UKG",200,"United Kingdom",1998,"1","0","1",".5","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".d",".5",".7",".6666667",".8125",".5",".6888889",".7044445"
"1385","UKG",200,"United Kingdom",1999,"1","0","1",".5","1",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".7",".6666667",".7777778",".5",".6888889",".6916667"
"1386","UKG",200,"United Kingdom",2000,"1","0","1","0",".75",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".7",".6666667",".6944444",".5",".6888889",".6447917"
"1387","UKG",200,"United Kingdom",2001,"1","0","1","0",".75",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".7",".6666667",".6944444",".5",".6888889",".6447917"
"1388","UKG",200,"United Kingdom",2002,"1","0","1",".5",".75",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".7",".6666667",".75",".5",".6888889",".6760417"
"1389","UKG",200,"United Kingdom",2003,"1","0","1",".5",".75",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".5","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".7",".625",".75",".5",".675",".6734375"
"1390","UKG",200,"United Kingdom",2004,"1","0","1",".5",".75",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".5","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".7",".625",".75",".5",".675",".6734375"
"1391","UKG",200,"United Kingdom",2005,"1","0","1",".5",".75",".5","1",".5",".4","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".5","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".7",".625",".75",".5",".675",".6734375"
"1392","UKG",200,"United Kingdom",2006,"1","0","1",".5",".75",".5",".8",".5",".8","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".5","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".8",".625",".75",".5",".7416667",".6859375"
"1393","UKG",200,"United Kingdom",2007,"1","0","1",".5",".75",".5",".8",".5",".8","1","0","1","Indefinite Leave to Remain",".m","",".5","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".5","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".8",".6666667",".75",".5",".7555556",".6885417"
"1394","UKG",200,"United Kingdom",2008,"1","0","1",".5",".75",".5",".8",".5",".8","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".8",".5",".75",".5",".7",".678125"
"1395","UKG",200,"United Kingdom",2009,"1","0","1",".5",".75",".5",".8",".5",".8","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".8",".5",".75",".5",".7",".678125"
"1396","UKG",200,"United Kingdom",2010,"1","0","1",".5",".75",".5",".8",".5",".8","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".8",".5",".75",".5",".7",".678125"
"1397","UKG",200,"United Kingdom",2011,"1","0","1",".5",".75",".5",".8",".5",".8","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".8",".5",".75",".5",".7",".678125"
"1398","UKG",200,"United Kingdom",2012,"1","0","1",".5",".75",".5",".5",".5",".5","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".5",".5",".75",".5",".5",".640625"
"1399","UKG",200,"United Kingdom",2013,"1","0","1",".5",".75",".5",".5",".5",".5","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".5",".5",".75",".5",".5",".640625"
"1400","UKG",200,"United Kingdom",2014,"1","0","1",".5",".75",".5",".5",".5",".5","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".5",".5",".75",".5",".5",".640625"
"1401","UKG",200,"United Kingdom",2015,"1","0","1",".5",".75",".5",".5",".5",".5","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".5",".5",".75",".5",".5",".640625"
"1402","UKG",200,"United Kingdom",2016,"1","0","1",".5",".75",".5",".5",".5",".5","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".5",".5",".75",".5",".5",".640625"
"1403","UKG",200,"United Kingdom",2017,"1","0","1",".5",".75",".5",".5",".5",".5","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".5",".5",".75",".5",".5",".640625"
"1404","UKG",200,"United Kingdom",2018,"1","0","1",".5",".75",".5",".5",".5",".5","1","0","1","Indefinite Leave to Remain",".m","","0","Tier 2 or 5 Visa (Medium and High-Skilled Workers)",".m","Seasonal Agricultural Work",".m","Sector-Based Scheme",".m","",".m","",".m","",".m","","1","1","1",".5",".5",".5",".5",".75",".5",".5",".640625"
"1405","URU",165,"Uruguay",1980,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","",".b",".b",".b",".b",".5",".9",".75","0",".5",".85",".5916666"
"1406","URU",165,"Uruguay",1981,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","","1","1","1","1",".5",".9",".75",".8",".5",".85",".755"
"1407","URU",165,"Uruguay",1982,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","","1","1","1","1",".5",".9",".75",".8",".5",".85",".755"
"1408","URU",165,"Uruguay",1983,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","","1","1","1","1",".5",".9",".75",".8",".5",".85",".755"
"1409","URU",165,"Uruguay",1984,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","","1","1","1","1",".5",".9",".75",".8",".5",".85",".755"
"1410","URU",165,"Uruguay",1985,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","","1","1","1","1",".5",".9",".75",".8",".5",".85",".755"
"1411","URU",165,"Uruguay",1986,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","","1","1","1","1",".5",".9",".75",".8",".5",".85",".755"
"1412","URU",165,"Uruguay",1987,".b",".b",".b",".b","0",".5",".9",".5",".9",".b",".b","1","Entrada En Carácter Permanente",".m","Permanent Resident",".5","Entrada En Carácter Temporario/Residente Temporario",".m","Temporary Residence Non-Mercosur (0.5-2 Years)",".m","Temporary Residence Mercosur (0.5-2 Years)",".m","Temporary Residence with 'Hoja Provisoria De Identidad' (-6 Months)",".m","",".m","",".m","","1","1","1","1",".5",".9",".75",".8",".5",".85",".755"
